datadate	tic	conm	prccd	cshoc	mkvaltq
2002-12-31	SCP	SCOPE INDUSTRIES	87.5	1023000.0	89512500.0
2003-03-31	SCP	SCOPE INDUSTRIES	-73.0	1019000.0	-74387000.0
2003-06-30	SCP	SCOPE INDUSTRIES	78.0	1007000.0	78546000.0
2003-09-30	SCP	SCOPE INDUSTRIES	79.0	999000.0	78921000.0
2003-12-31	SCP	SCOPE INDUSTRIES	74.11	999000.0	74035890.0
2004-03-31	SCP	SCOPE INDUSTRIES	-72.125	999000.0	-72052875.0
2000-03-31	SCS	STEELCASE INC	12.0	25182000.0	302184000.0
2000-06-30	SCS	STEELCASE INC	17.0	30257000.0	514369000.0
2000-09-29	SCS	STEELCASE INC	16.75	30320000.0	507860000.0
2000-12-29	SCS	STEELCASE INC	13.875	30784000.0	427128000.0
2001-03-30	SCS	STEELCASE INC	12.1	30215000.0	365601500.0
2001-06-29	SCS	STEELCASE INC	11.95	32635000.0	389988250.0
2001-09-28	SCS	STEELCASE INC	12.57	32534000.0	408952380.0
2001-12-31	SCS	STEELCASE INC	14.72	33208000.0	488821760.0
2002-03-28	SCS	STEELCASE INC	16.75	33941000.0	568511750.0
2002-06-28	SCS	STEELCASE INC	13.38	35685000.0	477465300.0
2002-09-30	SCS	STEELCASE INC	10.47	38160000.0	399535200.0
2002-12-31	SCS	STEELCASE INC	10.96	39543000.0	433391280.00000006
2003-03-31	SCS	STEELCASE INC	9.55	40379000.0	385619450.0
2003-06-30	SCS	STEELCASE INC	11.76	43182000.0	507820320.0
2003-09-30	SCS	STEELCASE INC	11.78	43808000.0	516058240.0
2003-12-31	SCS	STEELCASE INC	14.36	44574000.0	640082640.0
2004-03-31	SCS	STEELCASE INC	13.0	47035000.0	611455000.0
2004-06-30	SCS	STEELCASE INC	14.0	50687000.0	709618000.0
2004-09-30	SCS	STEELCASE INC	14.0	51374000.0	719236000.0
2004-12-31	SCS	STEELCASE INC	13.84	55887000.0	773476080.0
2005-03-31	SCS	STEELCASE INC	13.8	60354000.0	832885200.0
2005-06-30	SCS	STEELCASE INC	13.85	64181000.0	888906850.0
2005-09-30	SCS	STEELCASE INC	14.46	64336000.0	930298560.0
2005-12-30	SCS	STEELCASE INC	15.83	67360000.0	1066308800.0
2006-03-31	SCS	STEELCASE INC	18.0	67492000.0	1214856000.0
2006-06-30	SCS	STEELCASE INC	16.45	78842000.0	1296950900.0
2006-09-29	SCS	STEELCASE INC	15.69	78842000.0	1237030980.0
2006-12-29	SCS	STEELCASE INC	18.16	78001000.0	1416498160.0
2007-03-30	SCS	STEELCASE INC	19.89	78213000.0	1555656570.0
2007-06-29	SCS	STEELCASE INC	18.5	83034000.0	1536129000.0
2007-09-28	SCS	STEELCASE INC	17.98	83580000.0	1502768400.0
2007-12-31	SCS	STEELCASE INC	15.87	82405000.0	1307767350.0
2008-03-31	SCS	STEELCASE INC	11.06	83012000.0	918112720.0
2008-06-30	SCS	STEELCASE INC	10.03	78743000.0	789792290.0
2008-09-30	SCS	STEELCASE INC	10.75	79362000.0	853141500.0
2008-12-31	SCS	STEELCASE INC	5.62	78574000.0	441585880.0
2009-03-31	SCS	STEELCASE INC	5.01	78128000.0	391421280.0
2009-06-30	SCS	STEELCASE INC	5.82	77756000.0	452539920.0
2009-09-30	SCS	STEELCASE INC	6.21	77495000.0	481243950.0
2009-12-31	SCS	STEELCASE INC	6.36	77766000.0	494591760.0
2010-03-31	SCS	STEELCASE INC	6.47	78353000.0	506943910.0
2010-06-30	SCS	STEELCASE INC	7.75	85307000.0	661129250.0
2010-09-30	SCS	STEELCASE INC	8.33	85307000.0	710607310.0
2010-12-31	SCS	STEELCASE INC	10.57	85906000.0	908026420.0
2011-03-31	SCS	STEELCASE INC	11.38	86715000.0	986816700.0000001
2011-06-30	SCS	STEELCASE INC	11.39	87063000.0	991647570.0
2011-09-30	SCS	STEELCASE INC	6.31	87594000.0	552718140.0
2011-12-30	SCS	STEELCASE INC	7.46	87594000.0	653451240.0
2012-03-30	SCS	STEELCASE INC	9.6	84032000.0	806707200.0
2012-06-29	SCS	STEELCASE INC	9.03	84251000.0	760786530.0
2012-09-28	SCS	STEELCASE INC	9.85	84251000.0	829872350.0
2012-12-31	SCS	STEELCASE INC	12.74	84930000.0	1082008200.0
2013-03-28	SCS	STEELCASE INC	14.73	86011000.0	1266942030.0
2013-06-28	SCS	STEELCASE INC	14.58	88025000.0	1283404500.0
2013-09-30	SCS	STEELCASE INC	16.62	89987000.0	1495583940.0
2013-12-31	SCS	STEELCASE INC	15.86	90975000.0	1442863500.0
2014-03-31	SCS	STEELCASE INC	16.61	90975000.0	1511094750.0
2014-06-30	SCS	STEELCASE INC	15.13	90512000.0	1369446560.0
2014-09-30	SCS	STEELCASE INC	16.19	88773000.0	1437234870.0
2014-12-31	SCS	STEELCASE INC	17.95	88967000.0	1596957650.0
2015-03-31	SCS	STEELCASE INC	18.94	88967000.0	1685034980.0
2015-06-30	SCS	STEELCASE INC	18.91	90193000.0	1705549630.0
2015-09-30	SCS	STEELCASE INC	18.41	90214000.0	1660839740.0
2015-12-31	SCS	STEELCASE INC	14.9	90747000.0	1352130300.0
2016-03-31	SCS	STEELCASE INC	14.92	90747000.0	1353945240.0
2016-06-30	SCS	STEELCASE INC	13.57	87653000.0	1189451210.0
2016-09-30	SCS	STEELCASE INC	13.89	86913000.0	1207221570.0
2016-12-30	SCS	STEELCASE INC	17.9	85898000.0	1537574199.9999998
2017-03-31	SCS	STEELCASE INC	16.75	85898000.0	1438791500.0
2017-06-30	SCS	STEELCASE INC	14.0	87542000.0	1225588000.0
2017-09-29	SCS	STEELCASE INC	15.4	85563000.0	1317670200.0
2017-12-29	SCS	STEELCASE INC	15.2	85670000.0	1302184000.0
2018-03-29	SCS	STEELCASE INC	13.6	85670000.0	1165112000.0
2018-06-29	SCS	STEELCASE INC	13.5	86272000.0	1164672000.0
2018-09-28	SCS	STEELCASE INC	18.5	86340000.0	1597290000.0
2018-12-31	SCS	STEELCASE INC	14.83	87220000.0	1293472600.0
2019-03-29	SCS	STEELCASE INC	14.55	87220000.0	1269051000.0
2019-06-28	SCS	STEELCASE INC	17.1	88790000.0	1518309000.0000002
2019-09-30	SCS	STEELCASE INC	18.4	88821000.0	1634306399.9999998
2019-12-31	SCS	STEELCASE INC	20.46	89438000.0	1829901480.0
2020-03-31	SCS	STEELCASE INC	9.87	89438000.0	882753059.9999999
2020-06-30	SCS	STEELCASE INC	12.06	87844000.0	1059398640.0
2020-09-30	SCS	STEELCASE INC	10.11	88094000.0	890630340.0
2020-12-31	SCS	STEELCASE INC	13.55	88362000.0	1197305100.0
2000-03-31	SCSS	SELECT COMFORT CORP	5.5	17788000.0	97834000.0
2000-06-30	SCSS	SELECT COMFORT CORP	3.1875	17825000.0	56817187.5
2000-09-29	SCSS	SELECT COMFORT CORP	1.4375	17883000.0	25706812.5
2000-12-29	SCSS	SELECT COMFORT CORP	1.4375	18056000.0	25955500.0
2001-03-30	SCSS	SELECT COMFORT CORP	1.59375	18056000.0	28776750.0
2001-06-29	SCSS	SELECT COMFORT CORP	1.6	18126000.0	29001600.0
2001-09-28	SCSS	SELECT COMFORT CORP	1.0	18191000.0	18191000.0
2001-12-31	SCSS	SELECT COMFORT CORP	2.0	18302000.0	36604000.0
2002-03-28	SCSS	SELECT COMFORT CORP	4.17	18449000.0	76932330.0
2002-06-28	SCSS	SELECT COMFORT CORP	5.01	29584000.0	148215840.0
2002-09-30	SCSS	SELECT COMFORT CORP	6.15	29664000.0	182433600.0
2002-12-31	SCSS	SELECT COMFORT CORP	9.4	30727000.0	288833800.0
2003-03-31	SCSS	SELECT COMFORT CORP	10.09	30876000.0	311538840.0
2003-06-30	SCSS	SELECT COMFORT CORP	16.44	30913000.0	508209720.00000006
2003-09-30	SCSS	SELECT COMFORT CORP	26.54	30913000.0	820431020.0
2003-12-31	SCSS	SELECT COMFORT CORP	24.76	30913000.0	765405880.0
2004-03-31	SCSS	SELECT COMFORT CORP	27.59	36041000.0	994371190.0
2004-06-30	SCSS	SELECT COMFORT CORP	28.4	36394000.0	1033589600.0
2004-09-30	SCSS	SELECT COMFORT CORP	18.2	36671000.0	667412200.0
2004-12-31	SCSS	SELECT COMFORT CORP	17.94	35828000.0	642754320.0
2005-03-31	SCSS	SELECT COMFORT CORP	20.44	35896000.0	733714240.0
2005-06-30	SCSS	SELECT COMFORT CORP	21.43	36087000.0	773344410.0
2005-09-30	SCSS	SELECT COMFORT CORP	19.98	35309000.0	705473820.0
2005-12-30	SCSS	SELECT COMFORT CORP	27.35	35732000.0	977270200.0
2006-03-31	SCSS	SELECT COMFORT CORP	39.55	35772000.0	1414782600.0
2006-06-30	SCSS	SELECT COMFORT CORP	22.97	53922000.0	1238588340.0
2006-09-29	SCSS	SELECT COMFORT CORP	21.88	52680000.0	1152638400.0
2006-12-29	SCSS	SELECT COMFORT CORP	17.39	51544000.0	896350160.0
2007-03-30	SCSS	SELECT COMFORT CORP	17.8	49551000.0	882007800.0
2007-06-29	SCSS	SELECT COMFORT CORP	16.22	46825000.0	759501500.0
2007-09-28	SCSS	SELECT COMFORT CORP	13.95	44653000.0	622909350.0
2007-12-31	SCSS	SELECT COMFORT CORP	7.01	44597000.0	312624970.0
2008-03-31	SCSS	SELECT COMFORT CORP	3.6	44834000.0	161402400.0
2008-06-30	SCSS	SELECT COMFORT CORP	1.64	44929000.0	73683560.0
2008-09-30	SCSS	SELECT COMFORT CORP	1.65	45003000.0	74254950.0
2008-12-31	SCSS	SELECT COMFORT CORP	0.25	45003000.0	11250750.0
2009-03-31	SCSS	SELECT COMFORT CORP	0.72	45301000.0	32616720.0
2009-06-30	SCSS	SELECT COMFORT CORP	0.84	45301000.0	38052840.0
2009-09-30	SCSS	SELECT COMFORT CORP	4.75	45596000.0	216581000.0
2009-12-31	SCSS	SELECT COMFORT CORP	6.52	54310000.0	354101200.0
2010-03-31	SCSS	SELECT COMFORT CORP	7.97	54623000.0	435345310.0
2010-06-30	SCSS	SELECT COMFORT CORP	8.75	54623000.0	477951250.0
2010-09-30	SCSS	SELECT COMFORT CORP	6.78	54623000.0	370343940.0
2010-12-31	SCSS	SELECT COMFORT CORP	9.13	55455000.0	506304150.00000006
2011-03-31	SCSS	SELECT COMFORT CORP	12.06	55586000.0	670367160.0
2011-06-30	SCSS	SELECT COMFORT CORP	17.98	55587000.0	999454260.0
2011-09-30	SCSS	SELECT COMFORT CORP	13.97	56174000.0	784750780.0
2011-12-30	SCSS	SELECT COMFORT CORP	21.69	56397000.0	1223250930.0
2012-03-30	SCSS	SELECT COMFORT CORP	32.39	56705000.0	1836674950.0
2012-06-29	SCSS	SELECT COMFORT CORP	20.92	56263000.0	1177021960.0
2012-09-28	SCSS	SELECT COMFORT CORP	31.53	56040000.0	1766941200.0
2012-12-31	SCSS	SELECT COMFORT CORP	26.17	55903000.0	1462981510.0
2013-03-28	SCSS	SELECT COMFORT CORP	19.77	55650000.0	1100200500.0
2013-06-28	SCSS	SELECT COMFORT CORP	25.055	55603000.0	1393133165.0
2013-09-30	SCSS	SELECT COMFORT CORP	24.35	55242000.0	1345142700.0
2013-12-31	SCSS	SELECT COMFORT CORP	21.09	54901000.0	1157862090.0
2014-03-31	SCSS	SELECT COMFORT CORP	18.08	54273000.0	981255839.9999999
2014-06-30	SCSS	SELECT COMFORT CORP	20.66	53743000.0	1110330380.0
2014-09-30	SCSS	SELECT COMFORT CORP	20.92	53289000.0	1114805880.0
2014-12-31	SCSS	SELECT COMFORT CORP	27.03	53289000.0	1440401670.0
2015-03-31	SCSS	SELECT COMFORT CORP	34.47	52371000.0	1805228370.0
2015-06-30	SCSS	SELECT COMFORT CORP	30.07	52299000.0	1572630930.0
2015-09-30	SCSS	SELECT COMFORT CORP	21.88	51414000.0	1124938320.0
2015-12-31	SCSS	SELECT COMFORT CORP	21.41	49402000.0	1057696820.0
2016-03-31	SCSS	SELECT COMFORT CORP	19.39	47151000.0	914257890.0
2016-06-30	SCSS	SELECT COMFORT CORP	21.38	47151000.0	1008088380.0
2016-09-30	SCSS	SELECT COMFORT CORP	21.6	44941000.0	970725600.0000001
2016-12-30	SCSS	SELECT COMFORT CORP	22.62	43569000.0	985530780.0
2017-03-31	SCSS	SELECT COMFORT CORP	24.79	41676000.0	1033148040.0
2017-06-30	SCSS	SELECT COMFORT CORP	35.49	41066000.0	1457432340.0
2017-09-29	SCSS	SELECT COMFORT CORP	31.05	39819000.0	1236379950.0
2000-03-31	SEB	SEABOARD CORP	177.0	1488000.0	263376000.0
2000-06-30	SEB	SEABOARD CORP	172.0	1488000.0	255936000.0
2000-09-29	SEB	SEABOARD CORP	162.5	1488000.0	241800000.0
2000-12-29	SEB	SEABOARD CORP	156.0	1488000.0	232128000.0
2001-03-30	SEB	SEABOARD CORP	179.0	1488000.0	266352000.0
2001-06-29	SEB	SEABOARD CORP	207.89999	1488000.0	309355185.12
2001-09-28	SEB	SEABOARD CORP	210.0	1488000.0	312480000.0
2001-12-31	SEB	SEABOARD CORP	306.0	1488000.0	455328000.0
2002-03-28	SEB	SEABOARD CORP	300.0	1489000.0	446700000.0
2002-06-28	SEB	SEABOARD CORP	248.45	1488000.0	369693600.0
2002-09-30	SEB	SEABOARD CORP	215.0	1488000.0	319920000.0
2002-12-31	SEB	SEABOARD CORP	242.0	1255000.0	303710000.0
2003-03-31	SEB	SEABOARD CORP	202.0	1255000.0	253510000.0
2003-06-30	SEB	SEABOARD CORP	207.0	1255000.0	259785000.0
2003-09-30	SEB	SEABOARD CORP	215.10001	1255000.0	269950512.55
2003-12-31	SEB	SEABOARD CORP	282.0	1255000.0	353910000.0
2004-03-31	SEB	SEABOARD CORP	335.0	1255000.0	420425000.0
2004-06-30	SEB	SEABOARD CORP	497.95001	1255000.0	624927262.5500001
2004-09-30	SEB	SEABOARD CORP	585.95001	1255000.0	735367262.5500001
2004-12-31	SEB	SEABOARD CORP	998.0	1255000.0	1252490000.0
2005-03-31	SEB	SEABOARD CORP	1073.0	1255000.0	1346615000.0
2005-06-30	SEB	SEABOARD CORP	1664.0	1255000.0	2088320000.0
2005-09-30	SEB	SEABOARD CORP	1373.0	1255000.0	1723115000.0
2005-12-30	SEB	SEABOARD CORP	1511.0	1255000.0	1896305000.0
2006-03-31	SEB	SEABOARD CORP	1594.0	1261000.0	2010034000.0
2006-06-30	SEB	SEABOARD CORP	1280.0	1261000.0	1614080000.0
2006-09-29	SEB	SEABOARD CORP	1205.0	1261000.0	1519505000.0
2006-12-29	SEB	SEABOARD CORP	1765.0	1261000.0	2225665000.0
2007-03-30	SEB	SEABOARD CORP	2260.0	1261000.0	2849860000.0
2007-06-29	SEB	SEABOARD CORP	2345.0	1261000.0	2957045000.0
2007-09-28	SEB	SEABOARD CORP	1960.0	1261000.0	2471560000.0
2007-12-31	SEB	SEABOARD CORP	1470.0	1253000.0	1841910000.0
2008-03-31	SEB	SEABOARD CORP	1565.0	1244000.0	1946860000.0
2008-06-30	SEB	SEABOARD CORP	1551.0	1244000.0	1929444000.0
2008-09-30	SEB	SEABOARD CORP	1257.0	1244000.0	1563708000.0
2008-12-31	SEB	SEABOARD CORP	1194.0	1242000.0	1482948000.0
2009-03-31	SEB	SEABOARD CORP	1010.0	1239000.0	1251390000.0
2009-06-30	SEB	SEABOARD CORP	1122.0	1237000.0	1387914000.0
2009-09-30	SEB	SEABOARD CORP	1300.02002	1237000.0	1608124764.74
2009-12-31	SEB	SEABOARD CORP	1349.0	1237000.0	1668713000.0
2010-03-31	SEB	SEABOARD CORP	1299.09998	1234000.0	1603089375.32
2010-06-30	SEB	SEABOARD CORP	1510.0	1229000.0	1855790000.0
2010-09-30	SEB	SEABOARD CORP	1771.0	1219000.0	2158849000.0
2010-12-31	SEB	SEABOARD CORP	1991.0	1216000.0	2421056000.0
2011-03-31	SEB	SEABOARD CORP	2413.0	1216000.0	2934208000.0
2011-06-30	SEB	SEABOARD CORP	2418.0	1216000.0	2940288000.0
2011-09-30	SEB	SEABOARD CORP	1801.98999	1216000.0	2191219827.84
2011-12-30	SEB	SEABOARD CORP	2036.0	1212000.0	2467632000.0
2012-03-30	SEB	SEABOARD CORP	1951.0	1211000.0	2362661000.0
2012-06-29	SEB	SEABOARD CORP	2132.97998	1206000.0	2572373855.88
2012-09-28	SEB	SEABOARD CORP	2260.12988	1202000.0	2716676115.7599998
2012-12-31	SEB	SEABOARD CORP	2529.87988	1200000.0	3035855856.0
2013-03-28	SEB	SEABOARD CORP	2799.98999	1198000.0	3354388008.02
2013-06-28	SEB	SEABOARD CORP	2708.0	1197000.0	3241476000.0
2013-09-30	SEB	SEABOARD CORP	2748.0	1192000.0	3275616000.0
2013-12-31	SEB	SEABOARD CORP	2794.96997	1191000.0	3328809234.27
2014-03-31	SEB	SEABOARD CORP	2621.44995	1187000.0	3111661090.65
2014-06-30	SEB	SEABOARD CORP	3020.27002	1187000.0	3585060513.74
2014-09-30	SEB	SEABOARD CORP	2674.98999	1171000.0	3132413278.29
2014-12-31	SEB	SEABOARD CORP	4197.9502	1171000.0	4915799684.2
2015-03-31	SEB	SEABOARD CORP	4132.0	1171000.0	4838572000.0
2015-06-30	SEB	SEABOARD CORP	3599.0	1171000.0	4214429000.0
2015-09-30	SEB	SEABOARD CORP	3079.0	1171000.0	3605509000.0
2015-12-31	SEB	SEABOARD CORP	2894.73999	1171000.0	3389740528.29
2016-03-31	SEB	SEABOARD CORP	3003.01001	1171000.0	3516524721.71
2016-06-30	SEB	SEABOARD CORP	2870.63989	1171000.0	3361519311.19
2016-09-30	SEB	SEABOARD CORP	3440.0	1171000.0	4028240000.0
2016-12-30	SEB	SEABOARD CORP	3951.98999	1171000.0	4627780278.29
2017-03-31	SEB	SEABOARD CORP	4169.45996	1171000.0	4882437613.16
2017-06-30	SEB	SEABOARD CORP	3995.0	1171000.0	4678145000.0
2017-09-29	SEB	SEABOARD CORP	4505.0	1171000.0	5275355000.0
2017-12-29	SEB	SEABOARD CORP	4410.0	1171000.0	5164110000.0
2018-03-29	SEB	SEABOARD CORP	4265.0	1171000.0	4994315000.0
2018-06-29	SEB	SEABOARD CORP	3962.73999	1171000.0	4640368528.29
2018-09-28	SEB	SEABOARD CORP	3710.04004	1171000.0	4344456886.84
2018-12-31	SEB	SEABOARD CORP	3538.01001	1171000.0	4143009721.71
2019-03-29	SEB	SEABOARD CORP	4284.7002	1167000.0	5000245133.400001
2019-06-28	SEB	SEABOARD CORP	4136.74023	1167000.0	4827575848.410001
2019-09-30	SEB	SEABOARD CORP	4375.0	1165000.0	5096875000.0
2019-12-31	SEB	SEABOARD CORP	4250.5498	1165000.0	4951890517.0
2020-03-31	SEB	SEABOARD CORP	2812.80005	1164000.0	3274099258.2
2020-06-30	SEB	SEABOARD CORP	2933.82007	1161000.0	3406165101.2700005
2020-09-30	SEB	SEABOARD CORP	2836.68994	1161000.0	3293397020.34
2020-12-31	SEB	SEABOARD CORP	3031.0	1161000.0	3518991000.0
2005-12-30	SEED	ORIGIN AGRITECH LTD	12.8	18203000.0	232998400.0
2006-03-31	SEED	ORIGIN AGRITECH LTD	17.16	18203000.0	312363480.0
2006-06-30	SEED	ORIGIN AGRITECH LTD	14.34	18203000.0	261031020.0
2006-09-29	SEED	ORIGIN AGRITECH LTD	12.16	23473000.0	285431680.0
2006-12-29	SEED	ORIGIN AGRITECH LTD	10.94	23473000.0	256794620.0
2007-03-30	SEED	ORIGIN AGRITECH LTD	8.9	23473000.0	208909700.0
2007-06-29	SEED	ORIGIN AGRITECH LTD	8.25	23473000.0	193652250.0
2007-09-28	SEED	ORIGIN AGRITECH LTD	7.59	23473000.0	178160070.0
2007-12-31	SEED	ORIGIN AGRITECH LTD	6.61	23473000.0	155156530.0
2008-03-31	SEED	ORIGIN AGRITECH LTD	5.28	23473000.0	123937440.0
2008-06-30	SEED	ORIGIN AGRITECH LTD	5.98	23473000.0	140368540.0
2008-09-30	SEED	ORIGIN AGRITECH LTD	5.35	23014000.0	123124899.99999999
2008-12-31	SEED	ORIGIN AGRITECH LTD	2.04	23014000.0	46948560.0
2009-03-31	SEED	ORIGIN AGRITECH LTD	2.73	23014000.0	62828220.0
2009-06-30	SEED	ORIGIN AGRITECH LTD	4.64	23014000.0	106784960.0
2009-09-30	SEED	ORIGIN AGRITECH LTD	4.87	23014000.0	112078180.0
2009-12-31	SEED	ORIGIN AGRITECH LTD	11.77	23014000.0	270874780.0
2010-03-31	SEED	ORIGIN AGRITECH LTD	9.99	23014000.0	229909860.0
2010-06-30	SEED	ORIGIN AGRITECH LTD	7.34	23014000.0	168922760.0
2010-09-30	SEED	ORIGIN AGRITECH LTD	8.18	23292000.0	190528560.0
2010-12-31	SEED	ORIGIN AGRITECH LTD	10.65	23292000.0	248059800.0
2011-03-31	SEED	ORIGIN AGRITECH LTD	7.7	23292000.0	179348400.0
2011-06-30	SEED	ORIGIN AGRITECH LTD	3.98	23292000.0	92702160.0
2011-09-30	SEED	ORIGIN AGRITECH LTD	2.33	23292000.0	54270360.0
2011-12-30	SEED	ORIGIN AGRITECH LTD	2.36	23292000.0	54969120.0
2012-03-30	SEED	ORIGIN AGRITECH LTD	2.46	23292000.0	57298320.0
2012-06-29	SEED	ORIGIN AGRITECH LTD	1.42	23292000.0	33074640.0
2012-09-28	SEED	ORIGIN AGRITECH LTD	1.44	23292000.0	33540480.0
2012-12-31	SEED	ORIGIN AGRITECH LTD	1.39	23292000.0	32375879.999999996
2013-03-28	SEED	ORIGIN AGRITECH LTD	1.82	23383000.0	42557060.0
2013-06-28	SEED	ORIGIN AGRITECH LTD	1.4	23383000.0	32736199.999999996
2013-09-30	SEED	ORIGIN AGRITECH LTD	1.38	23383000.0	32268539.999999996
2013-12-31	SEED	ORIGIN AGRITECH LTD	1.27	23383000.0	29696410.0
2014-03-31	SEED	ORIGIN AGRITECH LTD	2.22	23383000.0	51910260.00000001
2014-06-30	SEED	ORIGIN AGRITECH LTD	2.25	23383000.0	52611750.0
2014-09-30	SEED	ORIGIN AGRITECH LTD	2.16	23383000.0	50507280.0
2014-12-31	SEED	ORIGIN AGRITECH LTD	1.47	23383000.0	34373010.0
2015-03-31	SEED	ORIGIN AGRITECH LTD	1.46	23383000.0	34139180.0
2015-06-30	SEED	ORIGIN AGRITECH LTD	2.0	23383000.0	46766000.0
2015-09-30	SEED	ORIGIN AGRITECH LTD	1.34	22814000.0	30570760.0
2015-12-31	SEED	ORIGIN AGRITECH LTD	1.43	22814000.0	32624020.0
2016-03-31	SEED	ORIGIN AGRITECH LTD	1.32	22814000.0	30114480.0
2016-06-30	SEED	ORIGIN AGRITECH LTD	1.78	22814000.0	40608920.0
2016-09-30	SEED	ORIGIN AGRITECH LTD	2.37	22814000.0	54069180.0
2016-12-30	SEED	ORIGIN AGRITECH LTD	2.36	22814000.0	53841040.0
2017-03-31	SEED	ORIGIN AGRITECH LTD	2.03	22814000.0	46312419.99999999
2017-06-30	SEED	ORIGIN AGRITECH LTD	1.43	22814000.0	32624020.0
2017-09-29	SEED	ORIGIN AGRITECH LTD	1.64	22874000.0	37513360.0
2017-12-29	SEED	ORIGIN AGRITECH LTD	0.8503	22874000.0	19449762.2
2018-03-29	SEED	ORIGIN AGRITECH LTD	0.7703	22874000.0	17619842.2
2018-06-29	SEED	ORIGIN AGRITECH LTD	0.7679	22874000.0	17564944.6
2018-09-28	SEED	ORIGIN AGRITECH LTD	5.26	2287000.0	12029620.0
2018-12-31	SEED	ORIGIN AGRITECH LTD	5.17	2334000.0	12066780.0
2019-03-29	SEED	ORIGIN AGRITECH LTD	7.41	2334000.0	17294940.0
2019-06-28	SEED	ORIGIN AGRITECH LTD	6.0947	2334000.0	14225029.799999999
2019-09-30	SEED	ORIGIN AGRITECH LTD	6.22	2334000.0	14517480.0
2019-12-31	SEED	ORIGIN AGRITECH LTD	5.36	2334000.0	12510240.0
2020-03-31	SEED	ORIGIN AGRITECH LTD	4.5	2334000.0	10503000.0
2020-06-30	SEED	ORIGIN AGRITECH LTD	6.76	2334000.0	15777840.0
2020-09-30	SEED	ORIGIN AGRITECH LTD	9.4	2334000.0	21939600.0
2020-12-31	SEED	ORIGIN AGRITECH LTD	15.19	2334000.0	35453460.0
2000-03-31	SEH	SPARTECH CORP	34.375	27327000.0	939365625.0
2000-06-30	SEH	SPARTECH CORP	27.0	27412000.0	740124000.0
2000-09-29	SEH	SPARTECH CORP	15.5625	27429000.0	426863812.5
2000-12-29	SEH	SPARTECH CORP	20.5625	27429000.0	564008812.5
2001-03-30	SEH	SPARTECH CORP	16.15	26608000.0	429719199.99999994
2001-06-29	SEH	SPARTECH CORP	24.15	26696000.0	644708400.0
2001-09-28	SEH	SPARTECH CORP	20.68	26769000.0	553582920.0
2001-12-31	SEH	SPARTECH CORP	20.55	26769000.0	550102950.0
2002-03-28	SEH	SPARTECH CORP	24.6	26787000.0	658960200.0
2002-06-28	SEH	SPARTECH CORP	27.23	29033000.0	790568590.0
2002-09-30	SEH	SPARTECH CORP	21.16	29283000.0	619628280.0
2002-12-31	SEH	SPARTECH CORP	20.63	29283000.0	604108290.0
2003-03-31	SEH	SPARTECH CORP	19.34	29250000.0	565695000.0
2003-06-30	SEH	SPARTECH CORP	21.21	29235000.0	620074350.0
2003-09-30	SEH	SPARTECH CORP	21.3	29289000.0	623855700.0
2003-12-31	SEH	SPARTECH CORP	24.64	29289000.0	721680960.0
2004-03-31	SEH	SPARTECH CORP	24.9	29445000.0	733180500.0
2004-06-30	SEH	SPARTECH CORP	25.94	32112000.0	832985280.0
2004-09-30	SEH	SPARTECH CORP	25.1	32131000.0	806488100.0
2004-12-31	SEH	SPARTECH CORP	27.09	32131000.0	870428790.0
2005-03-31	SEH	SPARTECH CORP	19.85	32208000.0	639328800.0
2005-06-30	SEH	SPARTECH CORP	17.8	31886000.0	567570800.0
2005-09-30	SEH	SPARTECH CORP	19.54	31952000.0	624342080.0
2005-12-30	SEH	SPARTECH CORP	21.95	31952000.0	701346400.0
2006-03-31	SEH	SPARTECH CORP	24.0	32054000.0	769296000.0
2006-06-30	SEH	SPARTECH CORP	22.6	32076000.0	724917600.0
2006-09-29	SEH	SPARTECH CORP	26.77	32082000.0	858835140.0
2006-12-29	SEH	SPARTECH CORP	26.22	32253000.0	845673660.0
2007-03-30	SEH	SPARTECH CORP	29.34	31971000.0	938029140.0
2007-06-29	SEH	SPARTECH CORP	26.55	32130000.0	853051500.0
2007-09-28	SEH	SPARTECH CORP	17.06	32136000.0	548240160.0
2007-12-31	SEH	SPARTECH CORP	14.1	30072000.0	424015200.0
2008-03-31	SEH	SPARTECH CORP	8.45	30559000.0	258223549.99999997
2008-06-30	SEH	SPARTECH CORP	9.43	30559000.0	288171370.0
2008-09-30	SEH	SPARTECH CORP	9.9	30566000.0	302603400.0
2008-12-31	SEH	SPARTECH CORP	6.26	30566000.0	191343160.0
2009-03-31	SEH	SPARTECH CORP	2.46	30562000.0	75182520.0
2009-06-30	SEH	SPARTECH CORP	9.19	30716000.0	282280040.0
2009-09-30	SEH	SPARTECH CORP	10.77	30723000.0	330886710.0
2009-12-31	SEH	SPARTECH CORP	10.26	30719000.0	315176940.0
2010-03-31	SEH	SPARTECH CORP	11.7	30900000.0	361530000.0
2010-06-30	SEH	SPARTECH CORP	10.25	30914000.0	316868500.0
2010-09-30	SEH	SPARTECH CORP	8.21	30859000.0	253352390.00000003
2010-12-31	SEH	SPARTECH CORP	9.36	30884000.0	289074240.0
2011-03-31	SEH	SPARTECH CORP	7.25	30885000.0	223916250.0
2011-06-30	SEH	SPARTECH CORP	6.09	30831000.0	187760790.0
2011-09-30	SEH	SPARTECH CORP	3.2	30831000.0	98659200.0
2011-12-30	SEH	SPARTECH CORP	4.73	30832000.0	145835360.0
